ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,metadata,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count
False,2022-12-01 00:18:30.213204,,{20C06575-04D4-B545-715F-957244E85B93},en,35170,Marketwatch,https://www.marketwatch.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873049968,2022-12-01 00:07:00,2493609145,[],: What is effective altruism? 7 facts about FTX founder Sam Bankman-Fried’s favorite charitable giving strategy — and one big question,http://www.marketwatch.com/news/story.asp?guid=%7B20C06575-04D4-B545-715F-957244E85B93%7D&siteid=rss&rss=1,
False,2022-12-01 00:19:27.347856,,https://www.cnn.com/2022/11/30/tech/elon-musk-neuralink-show-and-tell-scn/index.html,en,20088,CNN U.S. Edition,http://us.cnn.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873051047,2022-12-01 00:07:29,2493610387,[],Elon Musk's Neuralink shows brain implant prototype and robotic surgeon during recruiting event,https://www.cnn.com/2022/11/30/tech/elon-musk-neuralink-show-and-tell-scn/index.html,
False,2022-12-01 00:37:14.653770,,{20C06575-04D4-B545-715F-957244E85B93},en,1150,Wall Street Journal,https://www.wsj.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873052417,2022-12-01 00:07:00,2493611854,[],: What is effective altruism? 7 facts about FTX founder Sam Bankman-Fried’s favorite charitable giving strategy — and one big question,http://www.marketwatch.com/news/story.asp?guid=%7B20C06575-04D4-B545-715F-957244E85B93%7D&siteid=rss&rss=1,
False,2022-12-01 01:15:32.684820,,https://www.theguardian.com/artanddesign/2022/dec/01/six-leading-british-artists-making-art-with-ai,en,1751,Guardian US,https://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873079722,2022-12-01 01:00:39,2493643976,[],"Incoherent, creepy and deceptively gorgeous: six leading British artists making art with AI",https://www.theguardian.com/artanddesign/2022/dec/01/six-leading-british-artists-making-art-with-ai,
False,2022-12-01 01:19:18.719254,,https://www.theguardian.com/artanddesign/2022/dec/01/six-leading-british-artists-making-art-with-ai,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873084306,2022-12-01 01:00:39,2493649508,[],"Incoherent, creepy and deceptively gorgeous: six leading British artists making art with AI",https://www.theguardian.com/artanddesign/2022/dec/01/six-leading-british-artists-making-art-with-ai,
False,2022-12-01 01:40:59.223151,,https://www.ibtimes.com/elon-musk-expects-neuralinks-brain-chip-begin-human-trials-6-months-3642253,en,41550,IBTimes,http://www.ibtimes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873093196,2022-12-01 01:21:30,2493657810,[],Elon Musk Expects Neuralink's Brain Chip To Begin Human Trials In 6 Months,https://www.ibtimes.com/elon-musk-expects-neuralinks-brain-chip-begin-human-trials-6-months-3642253,
False,2022-12-01 03:11:34.399771,,https://www.ibtimes.com/samsungs-investment-arm-suffers-ftx-meltdown-says-exposure-will-not-affect-companys-operations-3642304,en,41550,IBTimes,http://www.ibtimes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873153655,2022-12-01 02:56:21,2493720266,[],"Samsung's Investment Arm Suffers From FTX  Meltdown, Says Exposure 'Will Not Affect Company's Operations'",https://www.ibtimes.com/samsungs-investment-arm-suffers-ftx-meltdown-says-exposure-will-not-affect-companys-operations-3642304,
False,2022-12-01 05:18:29.063707,,https://www.nytimes.com/2022/12/01/technology/sam-bankman-fried-crypto-artificial-intelligence.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873233161,2022-12-01 05:00:43,2493805561,[],How the Collapse of Sam Bankman-Fried’s Crypto Empire Has Disrupted A.I.,https://www.nytimes.com/2022/12/01/technology/sam-bankman-fried-crypto-artificial-intelligence.html,
False,2022-12-01 05:36:23.035562,,https://biztoc.com/x/05232943a85c6a9f?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873249674,2022-12-01 05:06:08,2493821227,[],How the Collapse of Sam Bankman-Fried’s Crypto Empire Has Disrupted A.I,https://biztoc.com/x/05232943a85c6a9f?ref=ff,
False,2022-12-01 06:14:50.468909,,https://www.washingtonpost.com/technology/2022/12/01/meta-diplomacy-ai-cicero/?utm_source=rss&utm_medium=referral&utm_campaign=wp_business,en,2,Washington Post,http://washingtonpost.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873293017,2022-12-01 06:00:46,2493869463,[],"Meta’s new AI is skilled at a ruthless, power-seeking game",https://www.washingtonpost.com/technology/2022/12/01/meta-diplomacy-ai-cicero/?utm_source=rss&utm_medium=referral&utm_campaign=wp_business,
False,2022-12-01 06:35:30.120343,,https://www.latimes.com/world-nation/story/2022-12-01/chinese-internet-users-dodge-censors-covid-protests,en,6,LA Times,http://www.latimes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873314180,2022-12-01 05:56:05,2493891633,[],"Blank paper, banana peels, 'shrimp moss': Chinese dodge internet censors amid protests",https://www.latimes.com/world-nation/story/2022-12-01/chinese-internet-users-dodge-censors-covid-protests,
False,2022-12-01 06:59:17.974828,,https://nypost.com/?post_type=article&p=24852691,en,7,New York Post,http://www.nypost.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873333464,2022-12-01 06:24:46,2493913872,[],Elon Musk expects Neuralink’s brain chip to begin human trials in 6 months,https://nypost.com/2022/12/01/elon-musk-expects-neuralink-brain-chip-to-begin-human-trials-in-6-months/,
False,2022-12-01 07:07:40.282812,,https://biztoc.com/x/617d0626668f83dc?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873342972,2022-12-01 06:04:32,2493924042,[],"Meta’s new AI is skilled at a ruthless, power-seeking game",https://biztoc.com/x/617d0626668f83dc?ref=ff,
False,2022-12-01 07:08:01.925779,,https://biztoc.com/x/08cc26b0c657455d?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873343429,2022-12-01 05:52:09,2493924531,[],Will Upstart's Stock Hit $45 in 2023?,https://biztoc.com/x/08cc26b0c657455d?ref=ff,
False,2022-12-01 07:08:59.734635,,https://biztoc.com/x/537a9e503925a920?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873344527,2022-12-01 05:20:14,2493925802,[],How a blind engineer developed an AI app to help people with sight loss,https://biztoc.com/x/537a9e503925a920?ref=ff,
False,2022-12-01 07:09:01.094711,,https://biztoc.com/x/8fdc1274b1d8e9ff?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873344813,2022-12-01 05:20:13,2493925828,[],‘The app gave me the information’: how technology enables visually impaired people to ‘see’,https://biztoc.com/x/8fdc1274b1d8e9ff?ref=ff,
False,2022-12-01 07:16:30.160100,,content_638772c82eb97f0001dfcccc,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873354047,2022-12-01 07:15:00,2493936669,[],How Fintech Can Help You Weather A Recession,https://www.forbes.com/sites/forbesbusinesscouncil/2022/12/01/how-fintech-can-help-you-weather-a-recession/,
False,2022-12-01 07:16:34.830415,,content_63810ec0dc92e80001ab280e,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873354538,2022-12-01 07:11:01,2493936783,[],Can SciSpace Break Barriers In Scientific Research And Collaboration To Solve The World’s Problems?,https://www.forbes.com/sites/sanjitsinghdang/2022/12/01/can-scispace-break-barriers-in-scientific-research-and-collaboration-to-solve-the-worlds-problems/,
False,2022-12-01 07:39:35.338070,,https://biztoc.com/x/cc5c1cfa6a6e8af2?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873374491,2022-12-01 06:10:08,2493958448,[],"Love it or hate it, AI is changing how companies create content",https://biztoc.com/x/cc5c1cfa6a6e8af2?ref=ff,
False,2022-12-01 07:37:50.255616,,https://biztoc.com/x/f54275604abaeb01?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873377372,2022-12-01 06:58:27,2493956412,[],"Disney unveils FRAN, an AI tool that helps TV or film producers make an actor look older or younger without the need for complex and expensive visual effects",https://biztoc.com/x/f54275604abaeb01?ref=ff,
False,2022-12-01 07:46:31.280886,,content_63888b1cdddc830001d6d91a,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873382923,2022-12-01 07:30:14,2493968038,[],The Pros And Cons Of Artificial Intelligence,https://www.forbes.com/sites/qai/2022/12/01/the-pros-and-cons-of-artificial-intelligence/,
False,2022-12-01 08:09:27.880702,,"tag:theconversation.com,2011:article/195144",en,54346,Conversation,https://theconversation.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873402258,2022-12-01 07:51:16,2493989056,[],Here’s what Elon Musk's language teaches us about his ambitions,https://theconversation.com/heres-what-elon-musks-language-teaches-us-about-his-ambitions-195144,
False,2022-12-01 08:17:45.177096,,content_63882e41d662d600015b139e,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873412894,2022-12-01 08:00:00,2494001044,[],Implanting Legal Reasoning Into AI Could Smartly Attain Human-Value Alignment Says AI Ethics And AI Law,https://www.forbes.com/sites/lanceeliot/2022/12/01/implanting-legal-reasoning-into-ai-could-smartly-attain-human-value-alignment-says-ai-ethics-and-ai-law/,
False,2022-12-01 08:46:06.338059,,content_63875f7bef12320001b3aca1,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873443395,2022-12-01 08:45:00,2494035201,[],Five Indicators You Need To Outsource Software Development,https://www.forbes.com/sites/forbestechcouncil/2022/12/01/five-indicators-you-need-to-outsource-software-development/,
False,2022-12-01 09:09:57.381862,,https://biztoc.com/x/1fc31277feb0770c?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873465225,2022-12-01 08:50:37,2494058294,[],Generative AI: autocomplete for everything,https://biztoc.com/x/1fc31277feb0770c?ref=ff,
False,2022-12-01 09:12:18.130019,,https://biztoc.com/x/b7ff9f0de4f5e455?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873468095,2022-12-01 07:42:08,2494061550,[],The Pros And Cons Of Artificial Intelligence,https://biztoc.com/x/b7ff9f0de4f5e455?ref=ff,
False,2022-12-01 09:49:40.177771,,content_638761a70406eb000171b342,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2873512921,2022-12-01 09:30:00,2494114604,[],Empowering The Modern Workforce To Delight Employees And Customers,https://www.forbes.com/sites/forbestechcouncil/2022/12/01/empowering-the-modern-workforce-to-delight-employees-and-customers/,
