ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,metadata,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count
False,2023-01-01 02:34:53.872366,,https://www.theguardian.com/us-news/2023/jan/01/democrats-congress-control-achievements-joe-biden,en,1751,Guardian US,https://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899295971,2023-01-01 02:00:41,2522965369,[],Democrats controlled Congress for two years. What did they achieve?,https://www.theguardian.com/us-news/2023/jan/01/democrats-congress-control-achievements-joe-biden,
False,2023-01-01 03:07:46.387177,,https://www.theguardian.com/us-news/2023/jan/01/democrats-congress-control-achievements-joe-biden,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899312268,2023-01-01 02:00:41,2522983282,[],Democrats controlled Congress for two years. What did they achieve?,https://www.theguardian.com/us-news/2023/jan/01/democrats-congress-control-achievements-joe-biden,
False,2023-01-01 06:07:04.494623,,content_63b0adb91330680001c1c883,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899388001,2023-01-01 06:00:00,2523065964,[],Using AI For Organizational Rightsizing: 5 Benefits For Decision Making,https://www.forbes.com/sites/glenngow/2023/01/01/using-ai-for-organizational-rightsizing-5-benefits-for-decision-making/,
False,2023-01-01 06:59:03.076254,,https://www.twincities.com/?p=4343728,en,52,St.Paul Pioneer-Press ,http://www.twincities.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899411951,2023-01-01 06:47:18,2523093678,[],Tyler Michals: Fears about AI are overblown. ChatGPT is a net gain for society.,https://www.twincities.com/2023/01/01/tyler-michals-fears-about-ai-are-overblown-chatgpt-is-a-net-gain-for-society/,
False,2023-01-01 07:06:58.260991,,content_63aed4ede0b2dd0001638fad,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899419934,2023-01-01 07:00:00,2523103878,[],"A Few Helpful “Best Of” Tech Lists, And Predictions…And Other Small Business Tech News This Week",https://www.forbes.com/sites/quickerbettertech/2023/01/01/a-few-helpful-best-of-tech-lists-and-predictionsand-other-small-business-tech-news-this-week/,
False,2023-01-01 07:34:02.335823,,https://www.theguardian.com/lifeandstyle/2023/jan/01/sport-tv-tech-and-fashion-what-does-2023-have-in-store-for-us,en,1751,Guardian US,https://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899430830,2023-01-01 07:00:46,2523116013,[],"Sport, TV, tech and fashion: what does 2023 have in store for us?",https://www.theguardian.com/lifeandstyle/2023/jan/01/sport-tv-tech-and-fashion-what-does-2023-have-in-store-for-us,
False,2023-01-01 08:07:15.762206,,content_63b1316fd92f380001745de6,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899448150,2023-01-01 08:00:00,2523136386,[],"People Are Eagerly Consulting Generative AI ChatGPT For Mental Health Advice, Stressing Out AI Ethics And AI Law",https://www.forbes.com/sites/lanceeliot/2023/01/01/people-are-eagerly-consulting-generative-ai-chatgpt-for-mental-health-advice-stressing-out-ai-ethics-and-ai-law/,
False,2023-01-01 08:30:41.230139,,https://slate.com/culture/2023/01/new-streaming-january-2023-hbo-netflix-amazon-hulu.html,en,19643,Slate.com,http://www.slate.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899455473,2023-01-01 05:40:00,2523144579,[],"The Best Movies and TV Shows Coming to Netflix, HBO, Amazon Prime, and Hulu in January",https://slate.com/culture/2023/01/new-streaming-january-2023-hbo-netflix-amazon-hulu.html?via=rss,
False,2023-01-01 08:32:20.176584,,https://biztoc.com/x/76b6791a37c75623?ref=ff,en,26357,Upworthy,http://www.upworthy.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899456952,2023-01-01 07:10:04,2523146265,[],The Craziest Moments From the Longest Tech Boom (So Far),https://biztoc.com/x/76b6791a37c75623?ref=ff,
False,2023-01-01 09:32:37.375251,,319c3500-8913-4159-96e4-f98a9171dadf,en,4415,CNET,http://cnet.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899484234,2023-01-01 08:00:08,2523178618,[],"How Tesla, Google and Others Are Making Robots More Like Us     - CNET",https://www.cnet.com/science/how-tesla-google-and-other-tech-companies-are-making-robots-more-like-us/#ftag=CAD590a51e,
False,2023-01-01 09:36:07.878436,,https://www.seattletimes.com/?p=15705177,en,24940,Seattle Times,http://seattletimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899487741,2023-01-01 09:00:00,2523183450,[],Seattle’s pandemic-weary workers may see a tougher job market in 2023,https://www.seattletimes.com/business/seattles-pandemic-weary-workers-may-see-a-tougher-job-market-in-2023/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,
False,2023-01-01 09:37:46.612250,,content_63b090b8e0b2dd0001b602c0,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899489338,2023-01-01 09:30:00,2523185270,[],Apple To Diversify Its Supply Chain By Producing MacBooks In Vietnam,https://www.forbes.com/sites/qai/2023/01/01/apple-to-diversify-its-supply-chain-by-producing-macbooks-in-vietnam/,
False,2023-01-01 12:39:21.653989,,1967b239-d6ba-4adf-a63d-dbec09ea2508,en,4415,CNET,http://cnet.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",2899571889,2023-01-01 08:00:01,2523284192,[],These Robots Are Becoming More Like Humans video     - CNET,https://www.cnet.com/videos/these-robots-are-becoming-more-like-humans/#ftag=CADf328eec,
